"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2021-7-14","149.15","148.10","149.57","147.68","127.05M","2.41%"
"2021-7-13","145.64","144.03","147.46","143.63","100.83M","0.79%"
"2021-7-12","144.50","146.21","146.32","144.00","76.30M","-0.42%"
"2021-7-9","145.11","142.75","145.65","142.65","99.89M","1.31%"
"2021-7-8","143.24","141.58","144.06","140.66","105.58M","-0.92%"
"2021-7-7","144.57","143.53","144.89","142.66","104.91M","1.80%"
"2021-7-6","142.02","140.07","143.15","140.07","108.18M","1.47%"
"2021-7-2","139.96","137.90","140.00","137.75","78.95M","1.96%"
"2021-7-1","137.27","136.60","137.33","135.76","52.49M","0.23%"
"2021-6-30","136.96","136.17","137.41","135.87","63.26M","0.46%"
"2021-6-29","136.33","134.80","136.49","134.35","64.56M","1.15%"
"2021-6-28","134.78","133.41","135.25","133.35","62.11M","1.25%"
"2021-6-25","133.11","133.46","133.89","132.81","70.78M","-0.22%"
"2021-6-24","133.41","134.45","134.64","132.93","68.71M","-0.22%"
"2021-6-23","133.70","133.77","134.32","133.23","60.21M","-0.21%"
"2021-6-22","133.98","132.13","134.08","131.62","74.78M","1.27%"
"2021-6-21","132.30","130.30","132.41","129.21","79.66M","1.41%"
"2021-6-18","130.46","130.71","131.51","130.24","108.95M","-1.01%"
"2021-6-17","131.79","129.80","132.55","129.65","96.72M","1.26%"
"2021-6-16","130.15","130.37","130.89","128.46","91.82M","0.39%"
"2021-6-15","129.64","129.94","130.60","129.39","62.75M","-0.64%"
"2021-6-14","130.48","127.82","130.54","127.07","96.91M","2.46%"
"2021-6-11","127.35","126.53","127.44","126.10","53.52M","0.98%"
"2021-6-10","126.11","127.02","128.19","125.94","71.19M","-0.80%"
"2021-6-9","127.13","127.21","127.75","126.52","56.88M","0.31%"
"2021-6-8","126.74","126.60","128.46","126.21","74.40M","0.67%"
"2021-6-7","125.90","126.17","126.32","124.83","71.06M","0.01%"
"2021-6-4","125.89","124.07","126.16","123.85","75.17M","1.90%"
"2021-6-3","123.54","124.68","124.85","123.13","76.23M","-1.22%"
"2021-6-2","125.06","124.28","125.24","124.05","59.28M","0.63%"
"2021-6-1","124.28","125.08","125.35","123.94","67.64M","-0.26%"
"2021-5-28","124.61","125.57","125.80","124.55","71.31M","-0.53%"
"2021-5-27","125.28","126.44","127.64","125.08","94.63M","-1.24%"
"2021-5-26","126.85","126.95","127.39","126.42","56.58M","-0.04%"
"2021-5-25","126.90","127.82","128.32","126.32","72.01M","-0.16%"
"2021-5-24","127.10","126.01","127.94","125.94","63.09M","1.33%"
"2021-5-21","125.43","127.82","128.00","125.21","79.30M","-1.48%"
"2021-5-20","127.31","125.23","127.72","125.10","76.86M","2.10%"
"2021-5-19","124.69","123.16","124.92","122.86","92.61M","-0.13%"
"2021-5-18","124.85","126.56","126.99","124.78","63.34M","-1.12%"
"2021-5-17","126.27","126.82","126.93","125.17","74.24M","-0.93%"
"2021-5-14","127.45","126.25","127.89","125.85","81.92M","1.98%"
"2021-5-13","124.97","124.58","126.15","124.26","105.86M","1.79%"
"2021-5-12","122.77","123.40","124.64","122.25","112.17M","-2.49%"
"2021-5-11","125.91","123.50","126.27","122.77","126.14M","-0.74%"
"2021-5-10","126.85","129.41","129.54","126.81","88.07M","-2.58%"
"2021-5-7","130.21","130.85","131.26","129.47","78.97M","0.36%"
"2021-5-6","129.74","127.89","129.75","127.13","78.13M","1.28%"
"2021-5-5","128.10","129.20","130.45","127.97","84.00M","0.20%"
"2021-5-4","127.85","131.19","131.49","126.70","137.56M","-3.54%"
"2021-5-3","132.54","132.04","134.07","131.83","75.14M","0.82%"
"2021-4-30","131.46","131.78","133.56","131.06","109.84M","-1.51%"
"2021-4-29","133.48","136.47","137.07","132.45","151.10M","-0.07%"
"2021-4-28","133.58","134.31","135.02","133.08","107.76M","-0.60%"
"2021-4-27","134.39","135.01","135.41","134.11","66.02M","-0.24%"
"2021-4-26","134.72","134.83","135.06","133.56","66.91M","0.30%"
"2021-4-23","134.32","132.16","135.12","132.16","78.76M","1.80%"
"2021-4-22","131.94","133.04","134.15","131.41","84.57M","-1.17%"
"2021-4-21","133.50","132.36","133.75","131.30","68.85M","0.29%"
"2021-4-20","133.11","135.02","135.53","131.81","94.81M","-1.28%"
"2021-4-19","134.84","133.51","135.47","133.34","94.26M","0.51%"
"2021-4-16","134.16","134.30","134.67","133.28","84.92M","-0.25%"
"2021-4-15","134.50","133.82","135.00","133.64","89.35M","1.87%"
"2021-4-14","132.03","134.94","135.00","131.66","87.22M","-1.79%"
"2021-4-13","134.43","132.44","134.66","131.93","91.27M","2.43%"
"2021-4-12","131.24","132.52","132.85","130.63","91.42M","-1.32%"
"2021-4-9","133.00","129.80","133.04","129.47","106.69M","2.03%"
"2021-4-8","130.36","128.95","130.39","128.52","88.84M","1.92%"
"2021-4-7","127.90","125.83","127.92","125.14","83.47M","1.34%"
"2021-4-6","126.21","126.50","127.13","125.65","80.17M","0.25%"
"2021-4-5","125.90","123.87","126.16","123.07","88.65M","2.36%"
"2021-4-1","123.00","123.66","124.18","122.49","75.09M","0.70%"
"2021-3-31","122.15","121.65","123.52","121.15","118.32M","1.88%"
"2021-3-30","119.90","120.11","120.40","118.86","85.67M","-1.23%"
"2021-3-29","121.39","121.65","122.58","120.73","80.82M","0.15%"
"2021-3-26","121.21","120.35","121.48","118.92","94.07M","0.51%"
"2021-3-25","120.59","119.54","121.66","119.00","98.84M","0.42%"
"2021-3-24","120.09","122.82","122.90","120.06","88.53M","-2.00%"
"2021-3-23","122.54","123.33","124.24","122.14","95.47M","-0.69%"
"2021-3-22","123.39","120.33","123.87","120.26","111.91M","2.83%"
"2021-3-19","119.99","119.90","121.43","119.67","185.55M","-0.45%"
"2021-3-18","120.53","122.88","123.18","120.32","121.47M","-3.39%"
"2021-3-17","124.76","124.05","125.86","122.34","111.93M","-0.65%"
"2021-3-16","125.57","125.70","127.22","124.72","115.23M","1.27%"
"2021-3-15","123.99","121.41","124.00","120.42","92.59M","2.45%"
"2021-3-12","121.03","120.40","121.17","119.16","88.11M","-0.76%"
"2021-3-11","121.96","122.54","123.21","121.26","103.03M","1.65%"
"2021-3-10","119.98","121.69","122.17","119.45","111.94M","-0.91%"
"2021-3-9","121.08","119.03","122.06","118.79","129.53M","4.06%"
"2021-3-8","116.36","120.93","121.00","116.21","154.38M","-4.17%"
"2021-3-5","121.42","120.98","121.94","117.57","153.77M","1.07%"
"2021-3-4","120.13","121.75","123.60","118.62","178.15M","-1.58%"
"2021-3-3","122.06","124.81","125.71","121.84","112.97M","-2.45%"
"2021-3-2","125.12","128.41","128.72","125.01","102.26M","-2.09%"
"2021-3-1","127.79","123.75","127.93","122.79","116.31M","5.39%"
"2021-2-26","121.26","122.59","124.85","121.20","164.56M","0.22%"
"2021-2-25","120.99","124.68","126.46","120.54","148.20M","-3.48%"
"2021-2-24","125.35","124.94","125.56","122.23","111.04M","-0.41%"
"2021-2-23","125.86","123.76","126.71","118.39","158.27M","-0.11%"
"2021-2-22","126.00","128.01","129.72","125.60","103.92M","-2.98%"
"2021-2-19","129.87","130.24","130.71","128.80","87.67M","0.12%"
"2021-2-18","129.71","129.20","130.00","127.41","96.86M","-0.86%"
"2021-2-17","130.84","131.25","132.22","129.47","98.09M","-1.76%"
"2021-2-16","133.19","135.49","136.01","132.79","80.58M","-1.61%"
"2021-2-12","135.37","134.35","135.53","133.69","60.15M","0.18%"
"2021-2-11","135.13","135.90","136.39","133.77","64.28M","-0.19%"
"2021-2-10","135.39","136.48","136.99","134.40","73.05M","-0.46%"
"2021-2-9","136.01","136.62","137.88","135.85","76.77M","-0.66%"
"2021-2-8","136.91","136.03","136.96","134.92","71.30M","0.11%"
"2021-2-5","136.76","137.35","137.42","135.86","75.69M","-0.46%"
"2021-2-4","137.39","136.30","137.40","134.59","84.18M","2.58%"
"2021-2-3","133.94","135.76","135.77","133.61","89.88M","-0.78%"
"2021-2-2","134.99","135.73","136.31","134.61","83.31M","0.63%"
"2021-2-1","134.14","133.75","135.38","130.93","106.24M","1.65%"
"2021-1-29","131.96","135.83","136.74","130.21","177.52M","-3.74%"
"2021-1-28","137.09","139.52","141.99","136.70","142.62M","-3.50%"
"2021-1-27","142.06","143.43","144.30","140.41","140.84M","-0.77%"
"2021-1-26","143.16","143.60","144.30","141.37","98.39M","0.17%"
"2021-1-25","142.92","143.07","145.09","136.54","157.61M","2.77%"
"2021-1-22","139.07","136.28","139.85","135.02","114.46M","1.61%"
"2021-1-21","136.87","133.80","139.67","133.59","120.53M","3.67%"
"2021-1-20","132.03","128.66","132.49","128.55","104.32M","3.29%"
"2021-1-19","127.83","127.78","128.71","126.94","90.76M","0.54%"
"2021-1-15","127.14","128.78","130.22","127.00","111.60M","-1.37%"
"2021-1-14","128.91","130.80","131.00","128.76","90.22M","-1.51%"
"2021-1-13","130.89","128.76","131.45","128.49","88.64M","1.62%"
"2021-1-12","128.80","128.50","129.69","126.86","91.95M","-0.14%"
"2021-1-11","128.98","129.19","130.17","128.50","100.62M","-2.32%"
"2021-1-8","132.05","132.43","132.63","130.23","105.16M","0.86%"
"2021-1-7","130.92","128.36","131.63","127.86","109.58M","3.41%"
"2021-1-6","126.60","127.72","131.05","126.38","155.09M","-3.37%"
"2021-1-5","131.01","128.89","131.74","128.43","97.66M","1.24%"
"2021-1-4","129.41","133.52","133.61","126.76","143.30M","-2.47%"
